ProductA,ProductB,PairFrequency
"Mountain-200 Silver, 42","ML Mountain Frame-W - Silver, 40",176
"LL Road Frame - Red, 62","Road-650 Black, 52",229
"Road-550-W Yellow, 44","Women's Tights, S",73
"ML Mountain Frame-W - Silver, 40","Mountain-400-W Silver, 42",84
"HL Mountain Frame - Silver, 38","Mountain-300 Black, 44",169
"HL Mountain Frame - Silver, 42",HL Mountain Rear Wheel,58
Hitch Rack - 4-Bike,"Mountain-500 Silver, 40",73
"HL Road Frame - Black, 44","Men's Bib-Shorts, S",48
"Mountain-200 Black, 38","Half-Finger Gloves, M",192
"Long-Sleeve Logo Jersey, XL","Touring-3000 Blue, 50",48
"Mountain-200 Silver, 46",Chain,89
"Mountain-200 Silver, 38",Front Brakes,98
"Mountain-200 Silver, 46","LL Mountain Frame - Silver, 42",168
"Road-250 Red, 52","Road-250 Black, 44",147
AWC Logo Cap,"Road-550-W Yellow, 44",133
HL Touring Handlebars,Chain,30
"Long-Sleeve Logo Jersey, M","Mountain-500 Silver, 52",63
"Road-650 Red, 48","Road-250 Black, 48",178
"HL Road Frame - Red, 44",Patch Kit/8 Patches,39
"HL Mountain Frame - Black, 38","Mountain-200 Silver, 42",184
"Sport-100 Helmet, Black",ML Crankset,11
"Road-150 Red, 62","Road-650 Red, 62",99
"LL Road Frame - Red, 62","Half-Finger Gloves, S",71
"Sport-100 Helmet, Red",LL Bottom Bracket,58
Mountain Bottle Cage,"Mountain-500 Silver, 52",18
Hitch Rack - 4-Bike,"Road-750 Black, 44",46
"Women's Mountain Shorts, L","LL Mountain Frame - Silver, 40",131
"LL Road Frame - Black, 44","ML Road Frame-W - Yellow, 44",52
"Mountain Bike Socks, L","HL Mountain Frame - Black, 42",6
"Road-650 Red, 58","HL Road Frame - Black, 44",28
"Sport-100 Helmet, Blue","LL Road Frame - Red, 44",234
"ML Mountain Frame-W - Silver, 42","LL Mountain Frame - Silver, 40",127
"LL Road Frame - Red, 52","Road-250 Red, 52",28
"Sport-100 Helmet, Blue",HL Road Handlebars,117
Hitch Rack - 4-Bike,"Road-350-W Yellow, 40",148
Touring Pedal,"Touring-3000 Blue, 50",47
"HL Mountain Frame - Black, 42","Mountain-400-W Silver, 40",99
"HL Mountain Frame - Black, 42","Half-Finger Gloves, M",173
"HL Mountain Frame - Silver, 46",HL Mountain Front Wheel,23
LL Road Pedal,ML Road Pedal,211
Front Brakes,"Touring-1000 Yellow, 46",112
Water Bottle - 30 oz.,"Touring-3000 Blue, 44",50
"Road-550-W Yellow, 48",HL Road Handlebars,186
"Racing Socks, M","Short-Sleeve Classic Jersey, L",119
Touring Tire,"Touring-3000 Blue, 58",6
HL Mountain Pedal,Front Brakes,100
LL Headset,Cable Lock,23
ML Road Front Wheel,Cable Lock,96
"Long-Sleeve Logo Jersey, XL",Road Bottle Cage,15
"Women's Mountain Shorts, M","Racing Socks, M",12
Water Bottle - 30 oz.,"LL Touring Frame - Blue, 50",49
"Classic Vest, S","Mountain-400-W Silver, 40",72
Water Bottle - 30 oz.,"Touring-1000 Blue, 54",90
"Long-Sleeve Logo Jersey, L","Road-750 Black, 58",96
"Touring-1000 Yellow, 60","Touring-2000 Blue, 50",78
"Road-450 Red, 48","Road-650 Black, 62",59
"Mountain-200 Black, 46",Fender Set - Mountain,130
"Road-550-W Yellow, 42",Patch Kit/8 Patches,47
"ML Mountain Frame-W - Silver, 38",Front Brakes,3
"HL Mountain Frame - Black, 38",Rear Derailleur,71
"Mountain-200 Silver, 38","Mountain-500 Silver, 52",143
"Touring-1000 Yellow, 50","Touring-3000 Blue, 44",80
"ML Mountain Frame-W - Silver, 40",ML Crankset,18
"Classic Vest, L","HL Touring Frame - Blue, 54",1
"Half-Finger Gloves, M",ML Mountain Seat/Saddle,53
"Long-Sleeve Logo Jersey, XL","LL Mountain Frame - Black, 42",56
"ML Road Frame-W - Yellow, 48","Men's Bib-Shorts, L",88
"Mountain-200 Black, 46","Short-Sleeve Classic Jersey, XL",94
"Touring-1000 Yellow, 60","Touring-3000 Blue, 54",175
"Classic Vest, M","HL Touring Frame - Blue, 50",18
"Road-650 Red, 48","Men's Sports Shorts, S",77
"Sport-100 Helmet, Black",HL Mountain Tire,156
"Long-Sleeve Logo Jersey, XL",Rear Brakes,30
LL Mountain Seat/Saddle,ML Crankset,20
"Classic Vest, L","Touring-1000 Yellow, 54",4
"Mountain-200 Silver, 42","Men's Bib-Shorts, L",61
"HL Mountain Frame - Silver, 46","Mountain-500 Silver, 44",38
LL Road Rear Wheel,"ML Road Frame-W - Yellow, 44",223
Water Bottle - 30 oz.,"LL Mountain Frame - Silver, 40",60
"Road-250 Black, 44","Racing Socks, L",169
"Half-Finger Gloves, S","Classic Vest, S",215
"Long-Sleeve Logo Jersey, XL","Road-550-W Yellow, 44",60
Bike Wash - Dissolver,"Road-350-W Yellow, 44",47
"ML Mountain Frame-W - Silver, 42",HL Mountain Pedal,178
"LL Road Frame - Red, 44","LL Road Frame - Red, 62",215
"Men's Sports Shorts, S",Minipump,145
"HL Road Frame - Red, 44","Men's Bib-Shorts, L",50
"Long-Sleeve Logo Jersey, M","ML Mountain Frame-W - Silver, 42",73
HL Crankset,"Touring-3000 Yellow, 44",85
"LL Touring Frame - Blue, 44","Touring-1000 Yellow, 54",6
"Touring-3000 Yellow, 44","Touring-3000 Blue, 50",191
AWC Logo Cap,"Touring-3000 Blue, 50",108
"HL Mountain Frame - Silver, 46","ML Mountain Frame-W - Silver, 40",87
"Classic Vest, M","Road-750 Black, 44",44
"LL Touring Frame - Yellow, 50",Touring Pedal,35
"Sport-100 Helmet, Black","Road-450 Red, 58",90
"LL Touring Frame - Blue, 44","Touring-3000 Blue, 44",7
"Mountain-200 Silver, 46",HL Mountain Tire,78
"Long-Sleeve Logo Jersey, M","HL Mountain Frame - Black, 42",228
AWC Logo Cap,ML Touring Seat/Saddle,12
AWC Logo Cap,"Road-250 Red, 52",109
"Touring-1000 Yellow, 54","Touring-3000 Blue, 50",83
HL Mountain Front Wheel,"Men's Sports Shorts, M",45
"Sport-100 Helmet, Blue",HL Mountain Tire,151
Mountain Tire Tube,"Mountain-400-W Silver, 38",26
"Long-Sleeve Logo Jersey, M","Road-250 Black, 44",215
Patch Kit/8 Patches,ML Crankset,11
"Classic Vest, M",Rear Derailleur,54
"Classic Vest, L","Touring-2000 Blue, 46",1
"Sport-100 Helmet, Blue",LL Road Rear Wheel,177
"HL Mountain Frame - Silver, 38","Mountain-300 Black, 40",165
Rear Derailleur,"Touring-1000 Yellow, 60",53
"HL Touring Frame - Blue, 60","Touring-3000 Blue, 44",32
"Touring-2000 Blue, 60","Touring-1000 Blue, 60",199
"Long-Sleeve Logo Jersey, S","Mountain-200 Silver, 46",5
"Mountain-200 Silver, 42",LL Mountain Pedal,130
"HL Touring Frame - Blue, 50","Touring-1000 Blue, 60",42
AWC Logo Cap,Hydration Pack - 70 oz.,357
"Sport-100 Helmet, Red","Touring-2000 Blue, 54",80
"LL Mountain Frame - Silver, 42","LL Mountain Frame - Silver, 48",11
"ML Mountain Frame-W - Silver, 42","LL Mountain Frame - Black, 52",4
Hitch Rack - 4-Bike,HL Road Pedal,122
"Women's Mountain Shorts, S","LL Mountain Frame - Silver, 40",128
"Half-Finger Gloves, S","Touring-2000 Blue, 46",55
"Half-Finger Gloves, L","HL Touring Frame - Yellow, 54",24
ML Mountain Handlebars,HL Mountain Rear Wheel,213
"Sport-100 Helmet, Red","Road-650 Red, 60",244
"Road-150 Red, 48","Road-650 Red, 44",59
"Long-Sleeve Logo Jersey, XL","Touring-1000 Yellow, 46",46
AWC Logo Cap,"Mountain-400-W Silver, 38",65
"HL Touring Frame - Yellow, 60","Touring-1000 Blue, 46",104
"Short-Sleeve Classic Jersey, L","Touring-3000 Blue, 62",35
"LL Touring Frame - Blue, 54","Touring-2000 Blue, 60",70
"HL Road Frame - Red, 62","Road-550-W Yellow, 44",31
"ML Road Frame-W - Yellow, 40",LL Road Seat/Saddle,1
"Long-Sleeve Logo Jersey, M","Half-Finger Gloves, S",372
Minipump,"Full-Finger Gloves, L",101
"HL Touring Frame - Blue, 46",HL Touring Seat/Saddle,37
"HL Mountain Frame - Black, 42","LL Mountain Frame - Black, 48",126
"Mountain-100 Silver, 38","Mountain-100 Silver, 42",125
AWC Logo Cap,"Road-450 Red, 58",122
"LL Road Frame - Red, 62","Road-550-W Yellow, 38",148
"Long-Sleeve Logo Jersey, L",LL Road Pedal,145
LL Touring Seat/Saddle,HL Touring Seat/Saddle,30
"HL Touring Frame - Yellow, 50","Touring-1000 Yellow, 46",25
"LL Road Frame - Black, 44",ML Road Rear Wheel,11
"Sport-100 Helmet, Blue","Touring-3000 Blue, 54",81
"LL Touring Frame - Yellow, 50","Touring-3000 Yellow, 50",77
"HL Touring Frame - Yellow, 50","Touring-3000 Blue, 58",23
"HL Mountain Frame - Black, 38","Mountain-100 Black, 42",52
Patch Kit/8 Patches,"Mountain-400-W Silver, 42",15
"Short-Sleeve Classic Jersey, S","Short-Sleeve Classic Jersey, XL",275
"HL Touring Frame - Yellow, 50","LL Touring Frame - Blue, 50",26
"Long-Sleeve Logo Jersey, L","Touring-1000 Blue, 54",41
"Mountain-200 Black, 46",HL Mountain Rear Wheel,189
Mountain Bottle Cage,"Mountain-500 Black, 44",21
"HL Road Frame - Red, 44","Road-750 Black, 52",64
"Long-Sleeve Logo Jersey, L",ML Crankset,13
"LL Road Frame - Black, 52","Road-650 Black, 62",143
"Half-Finger Gloves, L","Women's Mountain Shorts, S",35
"HL Mountain Frame - Silver, 46","Half-Finger Gloves, L",55
All-Purpose Bike Stand,ML Mountain Tire,14
"HL Mountain Frame - Black, 38","ML Mountain Frame - Black, 48",95
"Sport-100 Helmet, Blue",Touring Pedal,24
"LL Touring Frame - Yellow, 58",Touring Pedal,13
"Road-250 Black, 44","Women's Tights, L",148
All-Purpose Bike Stand,LL Road Tire,30
"ML Mountain Frame-W - Silver, 46","Mountain-500 Silver, 52",53
"Touring-1000 Blue, 50","Touring-2000 Blue, 46",145
"Long-Sleeve Logo Jersey, L",Touring Tire Tube,20
LL Road Rear Wheel,"Men's Bib-Shorts, S",102
"Women's Mountain Shorts, L","LL Mountain Frame - Black, 44",193
"Mountain-300 Black, 48","ML Mountain Frame - Black, 38",177
"HL Touring Frame - Blue, 50","Touring-3000 Yellow, 50",41
Hitch Rack - 4-Bike,Mountain Tire Tube,59
"Touring-1000 Yellow, 46","Touring-1000 Yellow, 60",213
"Half-Finger Gloves, S","Touring-3000 Blue, 58",49
"HL Touring Frame - Blue, 54","Touring-3000 Yellow, 62",120
"Sport-100 Helmet, Blue","Road-650 Black, 44",216
"Road-550-W Yellow, 38",LL Road Seat/Saddle,2
"Long-Sleeve Logo Jersey, M","HL Road Frame - Red, 62",95
"Half-Finger Gloves, M","Mountain-500 Black, 48",59
"Road-550-W Yellow, 42","Short-Sleeve Classic Jersey, M",10
AWC Logo Cap,"Road-650 Red, 52",237
"Road-250 Black, 52","ML Road Frame-W - Yellow, 44",222
"HL Touring Frame - Blue, 60","Touring-2000 Blue, 60",105
"Classic Vest, L","Touring-1000 Yellow, 46",2
"LL Road Frame - Black, 58",HL Road Pedal,102
ML Mountain Front Wheel,ML Mountain Rear Wheel,97
"Road-650 Black, 44","Road-250 Black, 48",179
"LL Road Frame - Black, 52","Classic Vest, S",104
LL Touring Seat/Saddle,"Touring-1000 Yellow, 54",28
"Road-650 Red, 48","Half-Finger Gloves, M",116
"LL Road Frame - Black, 58","Road-750 Black, 44",22
"HL Touring Frame - Blue, 46","LL Touring Frame - Yellow, 44",37
"HL Mountain Frame - Black, 42",HL Mountain Rear Wheel,160
"ML Mountain Frame - Black, 48",Cable Lock,94
LL Mountain Front Wheel,"ML Mountain Frame - Black, 48",193
"Short-Sleeve Classic Jersey, M","Touring-1000 Yellow, 54",6
"Mountain-200 Black, 42","ML Mountain Frame-W - Silver, 40",171
Rear Derailleur,"Touring-1000 Blue, 60",53
"Short-Sleeve Classic Jersey, S","LL Mountain Frame - Black, 48",63
LL Mountain Rear Wheel,Minipump,64
"Classic Vest, S",Mountain Bottle Cage,14
ML Mountain Seat/Saddle,"Mountain-500 Silver, 40",73
"Road-250 Red, 48","HL Road Frame - Black, 44",72
"Long-Sleeve Logo Jersey, M",LL Road Rear Wheel,141
HL Mountain Handlebars,"Mountain-400-W Silver, 42",58
"LL Road Frame - Red, 60","LL Road Frame - Black, 44",47
"Short-Sleeve Classic Jersey, L","Mountain-500 Silver, 40",71
"LL Mountain Frame - Silver, 52","LL Mountain Frame - Black, 52",3
"HL Road Frame - Red, 44","Road-150 Red, 62",7
"Women's Tights, M","Full-Finger Gloves, S",15
"Mountain-200 Silver, 38","ML Mountain Frame-W - Silver, 46",58
"Half-Finger Gloves, S",Mountain Bottle Cage,50
"Long-Sleeve Logo Jersey, L","Women's Mountain Shorts, M",119
"Sport-100 Helmet, Blue","LL Mountain Frame - Silver, 48",7
"Short-Sleeve Classic Jersey, M","Touring-2000 Blue, 50",3
"Long-Sleeve Logo Jersey, XL",ML Mountain Seat/Saddle,55
ML Road Rear Wheel,"Men's Bib-Shorts, L",9
"HL Mountain Frame - Silver, 42","Half-Finger Gloves, M",61
"Mountain-200 Silver, 38","ML Mountain Frame-W - Silver, 38",3
Water Bottle - 30 oz.,Touring Tire,27
"Mountain-300 Black, 40",ML Mountain Front Wheel,94
"Road-250 Red, 52","Women's Tights, M",36
AWC Logo Cap,"Men's Sports Shorts, L",110
"Half-Finger Gloves, S",ML Road Tire,15
"HL Road Frame - Red, 48","LL Road Frame - Red, 60",14
HL Mountain Seat/Saddle,"Mountain-500 Black, 48",114
"Sport-100 Helmet, Red",Mountain Tire Tube,437
HL Mountain Handlebars,ML Crankset,19
LL Touring Handlebars,"Touring-3000 Yellow, 62",20
"Road-450 Red, 60","Road-650 Black, 62",71
Bike Wash - Dissolver,"LL Touring Frame - Blue, 54",36
"Sport-100 Helmet, Black","Road-650 Red, 58",109
"Road-250 Red, 52",HL Road Handlebars,101
"HL Road Frame - Red, 48","LL Road Frame - Red, 52",14
"Half-Finger Gloves, M","Mountain-400-W Silver, 38",39
"Road-250 Black, 58",LL Road Pedal,94
"Mountain-200 Black, 42","Mountain-400-W Silver, 42",76
"Mountain-500 Silver, 52",HL Bottom Bracket,83
Water Bottle - 30 oz.,All-Purpose Bike Stand,4
"ML Road Frame-W - Yellow, 44","Short-Sleeve Classic Jersey, XL",107
Bike Wash - Dissolver,"LL Mountain Frame - Silver, 42",91
"Long-Sleeve Logo Jersey, XL","LL Mountain Frame - Silver, 42",52
"HL Mountain Frame - Silver, 46",Rear Brakes,40
Hitch Rack - 4-Bike,"LL Mountain Frame - Black, 52",2
"Long-Sleeve Logo Jersey, L","Road-650 Red, 58",120
"Road-650 Red, 58",Cable Lock,53
AWC Logo Cap,LL Fork,41
"Road-450 Red, 58","Road-650 Black, 44",120
"Road-650 Red, 44","Road-650 Black, 60",318
"Road-150 Red, 62","Road-650 Black, 62",69
"HL Mountain Frame - Silver, 38",Water Bottle - 30 oz.,73
Hitch Rack - 4-Bike,"ML Mountain Frame-W - Silver, 42",90
"LL Touring Frame - Yellow, 58","Touring-3000 Yellow, 58",11
"Touring-2000 Blue, 60","Touring-3000 Yellow, 44",195
"Short-Sleeve Classic Jersey, S","LL Mountain Frame - Black, 42",64
"Women's Mountain Shorts, M","Women's Mountain Shorts, L",254
"HL Mountain Frame - Black, 42",Hitch Rack - 4-Bike,76
"Short-Sleeve Classic Jersey, XL","LL Touring Frame - Yellow, 50",40
"Long-Sleeve Logo Jersey, M",Touring Pedal,23
"LL Road Frame - Red, 60",Minipump,125
LL Mountain Handlebars,"Mountain-500 Black, 44",38
"LL Road Frame - Red, 52","ML Road Frame-W - Yellow, 48",23
ML Mountain Handlebars,LL Bottom Bracket,72
"Mountain-300 Black, 40","Half-Finger Gloves, M",98
Hitch Rack - 4-Bike,"Touring-2000 Blue, 54",96
"HL Road Frame - Red, 44","LL Road Frame - Black, 44",71
Water Bottle - 30 oz.,HL Touring Handlebars,33
"Sport-100 Helmet, Blue","Road-550-W Yellow, 40",254
"Sport-100 Helmet, Blue","Classic Vest, L",6
LL Mountain Tire,"Mountain-500 Silver, 52",7
HL Mountain Handlebars,"LL Mountain Frame - Silver, 44",86
"LL Road Frame - Black, 52","Road-550-W Yellow, 42",219
"Half-Finger Gloves, M","HL Touring Frame - Yellow, 60",51
"LL Road Frame - Red, 52","Half-Finger Gloves, L",20
"Touring-3000 Blue, 58","Touring-3000 Yellow, 58",83
"Road-650 Red, 52","ML Road Frame-W - Yellow, 40",36
"Long-Sleeve Logo Jersey, XL",LL Fork,39
"Short-Sleeve Classic Jersey, L","Road-350-W Yellow, 40",158
HL Touring Handlebars,"Touring-1000 Yellow, 60",78
"LL Touring Frame - Yellow, 62",ML Crankset,1
"Mountain-200 Silver, 46","Full-Finger Gloves, S",118
"LL Touring Frame - Yellow, 50","Touring-2000 Blue, 54",82
"HL Touring Frame - Yellow, 60","Touring-1000 Yellow, 50",104
"Road-150 Red, 48","Road-650 Red, 62",55
Hitch Rack - 4-Bike,LL Mountain Seat/Saddle,65
"Sport-100 Helmet, Blue","Mountain-500 Black, 48",73
HL Mountain Handlebars,"LL Mountain Frame - Black, 48",90
"LL Mountain Frame - Silver, 42","Mountain-500 Black, 44",106
"Road-250 Red, 48",Minipump,117
AWC Logo Cap,"Touring-2000 Blue, 46",91
Hitch Rack - 4-Bike,"Mountain-500 Silver, 48",77
Front Brakes,"Touring-1000 Blue, 50",79
"Women's Tights, S","Full-Finger Gloves, S",91
"Road-550-W Yellow, 38",Water Bottle - 30 oz.,138
LL Touring Seat/Saddle,"Touring-2000 Blue, 46",29
"Mountain-300 Black, 48","Men's Sports Shorts, L",37
LL Mountain Handlebars,"Full-Finger Gloves, S",48
"Mountain-200 Black, 38",Chain,96
"LL Touring Frame - Blue, 58","Touring-3000 Blue, 58",2
"LL Touring Frame - Yellow, 58","Touring-2000 Blue, 54",13
"Mountain-200 Black, 38",LL Mountain Pedal,156
"LL Road Frame - Red, 60","Road-150 Red, 62",88
"Mountain-200 Silver, 42","Classic Vest, L",4
"Mountain-300 Black, 48","ML Mountain Frame - Black, 44",166
"Mountain-300 Black, 48",LL Fork,66
"Long-Sleeve Logo Jersey, L","ML Road Frame-W - Yellow, 44",271
Rear Derailleur,HL Crankset,120
"Sport-100 Helmet, Black",ML Road Rear Wheel,10
"Mountain-300 Black, 40","ML Mountain Frame - Black, 48",187
"HL Touring Frame - Blue, 60",HL Touring Seat/Saddle,109
"Road-250 Red, 48","Half-Finger Gloves, S",62
"Half-Finger Gloves, M",Water Bottle - 30 oz.,430
Touring Pedal,Chain,27
"Road-550-W Yellow, 42","Men's Bib-Shorts, L",49
"Short-Sleeve Classic Jersey, S",ML Mountain Seat/Saddle,54
"Road-250 Black, 48","Road-350-W Yellow, 40",172
"ML Mountain Frame-W - Silver, 42","Mountain-500 Black, 40",83
"Sport-100 Helmet, Black",ML Mountain Handlebars,217
"Mountain-200 Silver, 38","Mountain-500 Black, 42",111
"LL Touring Frame - Blue, 50",LL Touring Seat/Saddle,30
"LL Road Frame - Red, 48","Road-550-W Yellow, 42",101
"HL Mountain Frame - Black, 42","Mountain-500 Silver, 52",121
"HL Touring Frame - Yellow, 60","Touring-1000 Blue, 50",100
HL Crankset,"Touring-3000 Blue, 50",85
AWC Logo Cap,"Touring-3000 Yellow, 62",110
"Mountain-300 Black, 48","Half-Finger Gloves, L",25
"HL Road Frame - Red, 48","ML Road Frame-W - Yellow, 38",34
"Road-250 Black, 44","Short-Sleeve Classic Jersey, M",1
"HL Mountain Frame - Silver, 38",LL Mountain Rear Wheel,102
"HL Road Frame - Red, 44","Road-250 Red, 44",66
"Classic Vest, M","LL Touring Frame - Blue, 54",35
"LL Touring Frame - Blue, 54",Front Brakes,7
"LL Road Frame - Red, 62","Half-Finger Gloves, M",110
"Long-Sleeve Logo Jersey, XL","Mountain-400-W Silver, 38",23
"Mountain-200 Silver, 42",HL Bottom Bracket,88
Bike Wash - Dissolver,"Touring-2000 Blue, 50",40
"Sport-100 Helmet, Red",LL Mountain Front Wheel,131
Mountain Bottle Cage,Mountain Tire Tube,115
"Long-Sleeve Logo Jersey, L","Racing Socks, L",153
Water Bottle - 30 oz.,"Mountain-500 Silver, 42",86
"HL Touring Frame - Yellow, 50","HL Touring Frame - Blue, 60",24
Front Brakes,"Touring-2000 Blue, 46",80
"LL Mountain Frame - Black, 42","Mountain-500 Silver, 42",95
"Classic Vest, M","Racing Socks, M",88
"Short-Sleeve Classic Jersey, M","Touring-3000 Blue, 58",2
"Sport-100 Helmet, Black",LL Road Pedal,130
"Long-Sleeve Logo Jersey, L",ML Mountain Tire,14
"HL Touring Frame - Blue, 50","Touring-3000 Yellow, 44",36
"Road-650 Red, 48","Road-550-W Yellow, 38",192
"Road-250 Red, 44","Half-Finger Gloves, S",67
"Mountain-200 Black, 46","Half-Finger Gloves, S",119
"HL Road Frame - Red, 62","Road-450 Red, 58",9
"ML Mountain Frame-W - Silver, 46","LL Mountain Frame - Black, 52",6
"LL Mountain Frame - Silver, 52","Mountain-500 Black, 48",77
"LL Mountain Frame - Silver, 44","Mountain-400-W Silver, 46",59
"LL Road Frame - Red, 48","Men's Sports Shorts, L",71
"Road-250 Black, 48","Women's Tights, M",50
"Short-Sleeve Classic Jersey, XL","Road-750 Black, 52",151
AWC Logo Cap,"Road-250 Black, 58",127
"Short-Sleeve Classic Jersey, M","Mountain-400-W Silver, 42",4
Road Bottle Cage,"Road-750 Black, 48",130
"Mountain-200 Silver, 42",Bike Wash - Dissolver,104
"HL Road Frame - Red, 48",Bike Wash - Dissolver,11
ML Mountain Handlebars,"Women's Tights, M",42
"Mountain-200 Silver, 46",LL Headset,34
"Racing Socks, L","Mountain-400-W Silver, 38",2
"Half-Finger Gloves, M",ML Crankset,12
AWC Logo Cap,"LL Touring Frame - Yellow, 58",6
"Road-650 Red, 48","HL Road Frame - Black, 48",11
"Men's Sports Shorts, L","Full-Finger Gloves, M",39
"LL Road Frame - Black, 58","Men's Bib-Shorts, M",99
"Road-250 Red, 44",Minipump,118
"Road-550-W Yellow, 42","Half-Finger Gloves, L",71
LL Mountain Rear Wheel,"Half-Finger Gloves, S",18
"Long-Sleeve Logo Jersey, XL","HL Touring Frame - Yellow, 46",9
Hydration Pack - 70 oz.,LL Mountain Tire,1
Patch Kit/8 Patches,"Road-750 Black, 58",73
"Mountain-200 Black, 46","ML Mountain Frame-W - Silver, 38",3
"Road-650 Red, 52","Women's Tights, S",144
"ML Road Frame-W - Yellow, 38","Road-750 Black, 58",118
"Road-550-W Yellow, 44",LL Road Handlebars,31
"HL Mountain Frame - Silver, 48","Mountain-100 Silver, 44",75
"Long-Sleeve Logo Jersey, L","Men's Bib-Shorts, S",204
"Road-250 Black, 44","Men's Bib-Shorts, L",87
"Road-250 Red, 58","Men's Sports Shorts, S",1
"Road-250 Red, 58","Road-750 Black, 44",92
"Road-250 Red, 58","Road-550-W Yellow, 48",191
"Sport-100 Helmet, Blue","LL Road Frame - Black, 52",340
"HL Mountain Frame - Silver, 38","LL Mountain Frame - Black, 52",3
Hydration Pack - 70 oz.,HL Road Seat/Saddle,24
"LL Touring Frame - Yellow, 44",LL Touring Seat/Saddle,29
"Road-650 Red, 58","ML Road Frame-W - Yellow, 40",12
"Touring-1000 Yellow, 60",HL Bottom Bracket,88
"Long-Sleeve Logo Jersey, L",HL Road Seat/Saddle,22
"Road-650 Red, 44",ML Road Front Wheel,162
"LL Mountain Frame - Silver, 48","LL Mountain Frame - Black, 40",1
LL Touring Handlebars,"Touring-3000 Blue, 54",21
"ML Road Frame-W - Yellow, 38","Men's Bib-Shorts, M",110
"HL Mountain Frame - Black, 44","Mountain-100 Silver, 48",6
"Sport-100 Helmet, Black",Patch Kit/8 Patches,133
LL Crankset,"Mountain-500 Black, 48",55
"LL Road Frame - Black, 60","Men's Sports Shorts, L",13
"HL Mountain Frame - Silver, 46","Mountain-100 Silver, 42",46
